id|name|parent|tie_line|address|mail_code|phone_type|phone_number
276574|OUTLAWS  (FORMERLY GAY AND LESBIAN  LAW STUDENTS ASSOCIATION)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276576|OWLS/MSG/SWIFT|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276578|PARKER SCHOOL OF FOREIGN AND COMPARATIVE LAW|276393|MS* 4- 0246|||OFFICE|212-854-0246
276579|PRISON ACCESS WORKING GROUP|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276581|PROFESSIONAL ENTREPRENEURS AT COLUMBIA|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276583|PROGRESSIVE FORUM|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276585|PUBLIC INTEREST-LAW FOUNDATION PILF|276393|MS* 4-5917||4906|OFFICE|212-854-5917
276587|PUBLIC INTEREST-LAW INITIATIVE PILI|276393|||3525|OFFICE|212-851-1060
276590|PUBLIC INTEREST-LAW STUDENTS ASSOCIATION (PILSA)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276592|PUBLIC RELATIONS|276393|MS* 4-2156||4003|OFFICE|212-854-2156
276593|PUBLICATIONS|276393|MS* 4-2156||4003|OFFICE|212-854-2156
276594|QANUN|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276596|RIGHTSLINK|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276598|ST. THOMAS MORE SOCIETY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276600|SHAPING LAW AGAINST-PRIVILEGE (SLAP)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276602|SILVER PROGRAM IN LAW, SCIENCE AND TECHNOLOGY|276393|MS* 4-8385|||OFFICE|212-854-8385
276605|SOCIETY FOR ALTERNATIVE DISPUTE RESOLUTION  (SADR)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276607|SOCIETY FOR CHINESE LAW|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276609|SOCIETY FOR HEALTH, BIOETHICS, AND THE LAW|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276611|SOCIETY FOR LAW AND IDEAS|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276613|SOCIETY FOR LAW, SCIENCE, AND TECHNOLOGY|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276615|SOCIETY OF IMMIGRANT AND REFUGEE RIGHTS|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276617|SOFTBALL CLUB, COLUMBIA LAW|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276619|SOUTH ASIAN LAW STUDENTS ASSOCIATION  (SALSA)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276621|STUDENT LEGAL ACTION NETWORK  (SLAN)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276623|STUDENT SENATE|276393|MS* 4-6044||4906|OFFICE|212-854-6044
276625|STUDENTS FOR REPRODUCTIVE FREEDOM|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276627|TEXAS CLUB|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276629|TRANSFER AND VISITING STUDENT ORGANIZATIONS|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276631|UNEMPLOYMENT ACTION CENTER|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276633|WOMEN OF COLOR COALITION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276635|YEARBOOK (PEGASUS)|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276638|YOUTH JUSTICE ASSOCIATION|276393|MS* 4-2395||4906|OFFICE|212-854-2395
276643|FAX|276642|MS* 4-8925|||FAX|212-854-8925
276647|FAX|276646|MS* 4-7708|||FAX|212-854-7708
276650|Admissions|276648|MS* 4- 4737||4304|OFFICE|212-854-4737
276654|Access Services|276653|||1118||
276666|Acquisitions|276653|||||
276668|Administrative Offices|276653||||FAX|212-854-9099
276675|Area Studies (Acting Director)|276653|MS* 4-3630||3301|OFFICE|212-854-3630
276685|Astrnomy Library (Physics)|276653|MS* 4-3943||5251|OFFICE|212-854-3943
276690|Avery Architectural and Fine Arts Library|276653|MS* 4-3501||0301|OFFICE|212-854-3501
276709|Bibliographers|276653|||||
276727|Bibliographic Control|276653|||1114||
276738|Binding and shelf Preparation|276653|MS* 4-2223||1107|OFFICE|212-854-2223
276739|Biological Sciences Library|276653|MS* 4-4182||2457|OFFICE|212-854-4282
276746|Business and Economics Library (Watson)|276653|MS* 4-7803||9163|OFFICE|212-854-7803
276765|Continuing and Electronic Resources Management|276653|MS* 4-4764||1114|OFFICE|212-854-4764
276767|Chemistry Library|276653|||3177||
276771|CLIO (online catalog)|276653|||||
276775|Collections|276653|MS* 4-7401||1103|OFFICE|212-854-7401
276776|Columbiana|276653|MS* 4-3786||4316|OFFICE|212-854-3786
276779|Conservation Lab|276653|MS* 4-3580||1106|OFFICE|212-854-3580
276780|Development Office|276653|||1103||
276781|U.S. Government Documents Depository|276653|MS* 4-3794||3305|OFFICE|212-854-3794
276782|East Asian Library (C. V. Starr)|276653|MS* 4-1505||3901|OFFICE|212-854-1505
276786|Electronic Data Service (EDS)|276653|MS* 4-6012||3301|OFFICE|212-854-6012
276787|Electronic Text Service (ETS)|276653|MS* 4-7547||1126|OFFICE|212-854-7547
276788|Engineering Library|276653|MS* 4-8338||4707|OFFICE|212-854-8338
276794|Friends of the Columbia University Libraries|276653|MS* 4-4746||1127|OFFICE|212-854-4746
276795|Geology|276653|MS* 4-6767||5506|OFFICE|212-854-6767
276799|Geoscience|276653|MS* 4-6767||5506|OFFICE|212-854-6767
276803|Health Sciences (Augustus C. Long)|276653||||FAX|212-234-0595
276814|Humanities and History Libraries|276653|MS* 4-1341||1120|OFFICE|212-854-1341
276815|Humanities and History|276653|MS* 4-1341||1120|OFFICE|212-854-1341
276816|Library Information Technology Office|276653|MS* 4-4969||1114|OFFICE|212-854-4969
276820|Interlibrary Loan|276653|MS* 4-7535||1118|OFFICE|212-854-7535
276826|Copyright Advisory Office|276653|MS* 1-0757||1103|OFFICE|212-851-0757
276829|jrnlsm lbry|276877|MS* 4-0390||3800|OFFICE|212-854-0390
276830|Lamont-Doherty Earth Observatory|276653|95-8808|||OFFICE|845-365-8808
276832|Law|276653|||||
276847|Lehman Library (Social Sciences)|276653|||||
276858|Lehman Papers|276653|MS* 4-3060||3359|OFFICE|212-854-3060
276859|Library Information Office|276653|MS* 4-4734||1121|OFFICE|212-854-4734
276862|Media Center|276653|MS* 4-1715||1125|OFFICE|212-854-1715
276863|Spare|276877|MS* 4-7650||3812|OFFICE|212-854-7650
276866|Library Website|276653|||||
276871|Mail Room|276653|MS* 4-3998||1116|OFFICE|212-854-3998
276872|Map Room/Document Service Center|276653|MS* 4-5087||3301|OFFICE|212-854-5087
276873|Mathematics Library|276653|MS* 4-8833||4402|OFFICE|212-854-8833
276879|Milsteing Library|276653|MS* 4-3534|||OFFICE|212-854-3534
276882|MONELL|276877||||OFFICE|212-854-2796
276884|MONOGRAPHS ACQUISITIONS|276877||||OFFICE|212-854-3530
276886|MUSIC|276877||||OFFICE|212-854-4711
276888|Periodicals and Microforms Reading Room|276653|MS* 4-4704||1123|OFFICE|212-854-4704
276891|PHOTOCOPY SERVICE|276877|MS* 4-7611||1118|OFFICE|212-854-7611
276892|Photographic Services|276653|MS* 4-1332||1108|OFFICE|212-854-1332
276893|Physics Library|276653|MS* 4-4182||5251|OFFICE|212-854-4182
276897|PLANNING OFFICE|276877|||||
276901|Preservation and Digital Conversion|276653|||||
276903|spare|276877|MS* 4-2223||1107|OFFICE|212-854-2223
276906|Human Resources|276281|MS* 4-3881||3800|OFFICE|212-854-3881
276907|Editorial Office|276281|MS* 4-1881||3874|OFFICE|212-854-1881
276908|spare|276877|MS* 4-1336||1108|OFFICE|212-854-1336
276910|Psychology|276653|MS* 4-5658||5503|OFFICE|212-854-5658
276914|Rare Books and Manuscript Library|276653|MS* 4-5153||1127|OFFICE|212-854-5153
276918|Reference Programs|276653|MS* 4-5477||1126|OFFICE|212-854-5477
276920|Reformating Department|276653|MS* 4-1336||1108|OFFICE|212-854-1336
276921|REPROGRAPHY LAB|276877|MS* 4-1336||1108|OFFICE|212-854-1336
276922|RUSSIAN ARCHIVES|276877||||OFFICE|212-854-5153
276924|SCIENCE|276877|||4402||
276928|Science and engineering Division|276653|||||
276934|Shipping and Receving|276653|MS* 4-3998||1116|OFFICE|212-854-3998
276935|Social Sciences Libraries|276653|MS* 4-5588||3301|OFFICE|212-854-5588
276936|Social Work Library|276653|||4600||
276942|Oral History Research Office|276653|MS* 4-4012||1129|OFFICE|212-854-4012
276943|Development Programs|276281|MS* 4-3865||3807|OFFICE|212-854-3864
276946|spare|276877|MS* 4-1505|||OFFICE|212-854-
276951|SUPPLY ROOM|276877|MS* 4-2265||1116|OFFICE|212-854-2265
276952|SYSTEMS OFFICE|276877|MS* 4- 4969|||OFFICE|212-854-4969
276955|TECHNICAL SUPPORT AND ACQUISITIONS DIVISION|276877|||||
276968|THOMAS J. WATSON|276877||||OFFICE|212-854-4000
276970|Undergraduate Library Services|276653|MS* 4-0520||1125|OFFICE|212-854-0520
276972|Business Office|276281|MS* 4-7194||3812|OFFICE|212-854-7194
276973|University Archives|276653|MS* 4-3786||1127|OFFICE|212-854-3786
276978|WATSON|276877||||OFFICE|212-854-4000
276980|WHITNEY M. YOUNG, JR.|276877|||||
276982|Music and Arts Library (Wiener)|276653|MS* 4-4711||1810|OFFICE|212-854-4711
276989|ASSISTANT DEAN|276988|MS* 4-5972||4307|OFFICE|212-854-5972
276995|FAX|276994||||FAX|212-864-6586
276996|PRESORT SERVICES|276994|MS* 4-2081||5701|OFFICE|212-854-2081
276999|FAX|276998||||FAX|212-222-0193
277005|FAX|277004|MS* 4-4803|||FAX|212-854-4803
277007|CONCERT INFORMATION|277006||||OFFICE|917-493-4528
277010|FAX|277009|MS* 4-9191|||FAX|212-854-9191
277020|GRADUATE|277018|MS* 4-4112||4406|OFFICE|212-854-4112
277021|UNDERGRADUATE|277018|MS* 4-2432||4406|OFFICE|212-854-2432
277022|TEACHING ASSISTANTS|277018|MS* 4-5881||4406|OFFICE|212-854-5881
277026|FAX|277025|MS* 4-3304|||FAX|212-854-3304
277027|MECHANICAL ENGINEERING LAB|277025|MS* 4-4465||4703|OFFICE|212-854-4465
277029|PHONE|277028|MS* 4-3611||4703|OFFICE|212-854-3611
277040|FAX|277039||||FAX|212-305-3302
277043|AMBULANCE|277041|||||
277051|FAX|277050||||FAX|212-305-8466
277053|FAX|277052|MS* 4-1470|||FAX|212-854-1470
277056|FAX|277055||||FAX|212-326-8577
277061|FAX|277060||||FAX|212-305-1468
277071|FAX|277068|MS* 4-5517|||FAX|212-854-5517
277072|IRAN CENTER|277068|||3946|OFFICE|212-851-5723
277074|PROGRAM IN ARMENIAN STUDIES|277068|MS* 4-2556||3928|OFFICE|212-854-2556
277075|TURKISH CENTER|277068|MS* 4-4766||3928|OFFICE|212-854-4766
277079|FAX|277078|MS* 4-7740|||FAX|212-854-7740
277080|WWW.MILLERTHEATRE.COM|277078|||||
277081|BOX OFFICE|277078|||||
277084|PHONE|277083|MS* 4-2905|||OFFICE|212-854-2905
277087|PHONE|277086|MS* 4-2905|||OFFICE|212-854-2905
277090|FAX|277089|MS* 4-7081|||FAX|212-854-7081
277093|FAX|277092|MS* 4-7856|||FAX|212-854-7856
277095|FAX|277094|MC* 5-7932|||FAX|212-305-7932
277098|FAX|277097|MS* 4-0028|||FAX|212-854-0028
277104|FAX|277103|MS* 4-8191|||FAX|212-854-8191
277105|CENTER FOR ETHNOMUSICOLOGY|277103|MS* 4-1247||1815|OFFICE|212-854-1247
277106|COMPUTER MUSIC CENTER|277103|MS* 9266||5002|OFFICE|212-854-9266
277107|CURRENT MUSICOLOGY|277103|MS* 4-1632||1812|OFFICE|212-854-1632
277108|LIBRARY, GABE WIENER|277103|MS* 4-4711||1810|OFFICE|212-854-4711
277109|MUSIC PERFORMANCE PROGRAM|277103|MS* 4-1257||1813|OFFICE|212-854-1257
277110|ORCHESTRA|277103|MS* 4-6689||1813|OFFICE|212-854-6689
277112|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277111|||||
277116|FAX|277115|IC* 2694|||FAX|212-870-2694
277117|spare|276877|||||
277119|jrnnblj@law.columbia.edu|277118|||||
277122|FAX|277121||||FAX|212-956-8020
277124|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277123|||||
277139|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277138|||||
277143|NETWORK HELP DESK|277142|MS* 4-1919|||OFFICE|212-854-1919
277144|CONSULTANT@COLUMBIA.EDU|277142|||||
277146|FAX|277145||||FAX|212-543-5410
277147|CAO1@COLUMBIA.EDU|277145|||||
277148|CPMCNET.COLUMBIA.EDU/DEPT/NEUROBEH|277145|||||
277150|FAX|277149|MC* 5-2026|||FAX|212-305-2026
277152|FAX|277151|MC* 5 6978|||FAX|212 305- 6978
277153|PHYSICIAN REFERRAL SERVICE|277151|MC* 7-2700|||OFFICE|212-305-2700
277155|FAX|277154||||FAX|914-591-8120
277168|FAX|277167|MS* 4-1229|||FAX|212-854-1229
277176|FAX|277175|MS* 4-8362|||FAX|212-854-8362
277178|BANK STREET FAMILY CENTER|277177||||OFFICE|212-875-4412
277179|COLUMBIA GREENHOUSE NURSERY SCHOOL|277177|||8850|OFFICE|212-666-4796
277181|FAMILY ANNEX,THE|277177||||OFFICE|212-749-3271
277182|TOMPKINS HALL NURSERY AND CHILDCARE CENTER|277177||||OFFICE|212-666-3340
277185|ACADEMIC AFFAIRS|277183|MC* 5- 3582|||OFFICE|212-305-3582
277186|ADMINISTRATION|277183|MC* 5-3306|||OFFICE|212-305-3306
277188|ALUMNI AFFAIRS|277183|MC* 5-3742|||OFFICE|212-305-3742
277191|DEAN S OFFICE|277183|MC* 5-3582|||OFFICE|212-305-3582
277193|PRACTICE MANAGEMENT|277183|MC* 5-2280|||OFFICE|212-305-2280
277194|STUDENT AFFAIRS|277183|MC* 5-5756|||OFFICE|212-305-5756
277196|FAX|277195|MC* 5-3079|||FAX|212-305-3079
277197|NUTRITION@.COLUMBIA.EDU|277195|||||
277200|FAX|277199|HS* 6-3869|||FAX|212-305-3869
277204|MA102@COLUMBIA.EDU|277203|||||
277208|FAX|277207|MS* 4-5333|||FAX|212-854-5333
277210|FAX|277209|MS* 4-8925|||FAX|212-854-8925
277212|660 SCHREXT-|277211|MS* 4-1234|||OFFICE|212-854-1234
277213|101 BARD HALL, 50 HAVENAV|277211|MC* 2-7026|||OFFICE|212-304-7026
277214|FAX|277211|MS* 4-6046|||FAX|212-854-6046
277215|ombuds@columbia.edu|277211|||||
277217|FAX|277216||||FAX|212-854-8103
277219|FAX|277218|MC* 6-5962|||FAX|212-305-5962
277221|FAX|277220|MS* 4-2458|||FAX|212-854-2458
277223|PHONE|277222|MS* 4-2273|||OFFICE|212-854-2273
277231|FAX|277230|MC* 5-6193|||FAX|212-305-6193
277232|RESEARCH LABORATORY|277230||||OFFICE|212-305-7965
277236|FAX|277235|MC* 6-2249|||FAX|212-305-2249
277238|PHONE|277237|MS* 4-1398|||OFFICE|212-854-1398
277240|FAX|277237|MS* 4-6972|||FAX|212-854-6972
277244|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277243|||||
277246|FAX|277245|MS* 4-9093|||FAX|212-854-9093
277252|FAX|277251|MC* 5-4521|||FAX|212-305-4521
277257|FAX|277256|MC* 5-6595|||FAX|212-305-6595
277261|FAX|277260|MC* 5-3020|||FAX|212-305-3020
277265|FAX|277264|MC* 5-8780|||FAX|212-305-8780
277266|CPCMNET.COLUMBIA.EDU/DEPT/GSAS/PHARM|277264|||||
277268|FAX|277267|MS* 4-4986|||FAX|212-854-4986
277269|DEPARTMENTAL ADMINISTRATOR|277267|MS* 4-8509|||OFFICE|212-854-8509
277276|FAX|277275|MS* 4-5324|||FAX|212-854-5324
277280|GENERAL  INFORMATION|277278|MS* 4-2548|||OFFICE|212-854-2548
277283|RECREATIONAL FACILITIES|277278|MS* 4- 3439||1923|OFFICE|212-854-3439
277286|ATHLETIC COMMUNICATIONS|277278|MS* 4-2534||1914|OFFICE|212-854-2534
277288|BOATHOUSE|277278||||OFFICE|212-569-4080
277289|DODGE PFCTR SUPERVISOR|277278|MS* 4-3441|||OFFICE|212-854-3441
277290|COACHES  OFFICES MENS ATHLETICS|277278|||||
277305|COACHES OFFICES WOMENS ATHLETICS|277278|||||
277319|COLUMBIA TENNIS CENTER  GAURAV MISRA|277278|||1919|OFFICE|212-942-7100
277320|DIRECTOR   DIANNE MURPHY|277278|MS* 4-2537||1902|OFFICE|212-854-2537
277328|FIELDHOUSE, CHRYSTIE, BAKER FIELD|277278|||1925|OFFICE|212-942-0431
277329|GYMNASIUM, LEVIEN|277278|MS* 4-3439||1923|OFFICE|212-854-3439
277335|INTRAMURAL SPORTS OFFICE|277278|MS* 4-4002||1923|OFFICE|212-854-4002
277336|PHYSICAL EDUCATION|277278|MS* 4-4001||1923|OFFICE|212-854-4001
277339|SWIMMING POOL|277278|MS* 4-6922|||OFFICE|212-854-6922
277340|TICKET OFFICE/MEMBERSHIP|277278|MS* 4-2546|||OFFICE|212-854-2546
277341|TRAINING ROOM   JIM GOSSETT, DIRECTOR|277278|MS* 4-3178||1915|OFFICE|212-854-3178
277349|ADMINISTRATION|277347|MS* 4-3366||5255|OFFICE|212-854-3366
277350|BUILDING MANAGER|277347|MS* 4-3366||5255|OFFICE|212-854-3366
277351|CHAIRMAN|277347|MS* 4-5870||5213|OFFICE|212-854-5870
277353|COLUMBIA ASTROPHYSICS LAB|277347|MS* 4-7815||5247|OFFICE|212-854-7815
277356|ELECTRONICS SHOP|277347|MS* 4-3303||5248|OFFICE|212-854-3303
277357|GRADUATE PHYSICS OFFICE|277347|MS* 4-3366||5255|OFFICE|212-854-3366
277358|LECTURE APPARATUS ROOM|277347|MS* 4-3 303||5248|OFFICE|212-854-3303
277359|LIBRARY|277347|MS* 4-3943||5251|OFFICE|212-854-3943
277360|MACHINE SHOP|277347|MS* 4-3254||5252|OFFICE|212-854-3254
277361|MANAGER, BUDGET OPERATIONS|277347|MS* 4-3347||5255|OFFICE|212-854-3347
277362|NEVIS LABS|277347|NL* 72-8100||5254|OFFICE|914-591-8100
277364|RABI SCHOLAR ROOM|277347|MS* 4-6149||5227|OFFICE|212-854-6149
277365|SCIENCE HONORS PROGRAM|277347|MS* 4-3354||5256|OFFICE|212-854-3354
277366|THEORETICAL PHYSICS GROUP|277347|MS* 4-3339||5258|OFFICE|212-854-3339
277368|UNDERGRADUATE LABS|277347|MS* 4-3327||5259|OFFICE|212-854-3327
277369|UNDERGRADUATE PHYSICS OFFICE|277347|MS* 4-3348||5255|OFFICE|212-854-3348
277371|FAX|277370|MC* 5-5775|||FAX|212-305-5775
277373|FAX|277372||||FAX|212-864-4847
277380|FAX|277379||||FAX|212-866-9664
277384|FAX|277383|MS* 4-5009|||FAX|212-854-5009
277386|FAX|277385||||FAX|212-222-0598
277387|GENERAL INFORMATION|277385|MS* 4-3646|||OFFICE|212-854-3646
277388|UNDERGRADUATE|277385|MS* 4-3707|||OFFICE|212-854-3707
277389|GRADUATE|277385|MS* 4-3644|||OFFICE|212-854-3644
277390|spare|276877|||||
277394|FAX|277393|MS* 4-7257|||FAX|212-854-7257
277396|FAX|277395|MS*4-7856|||FAX|212-854-7856
277404|FAX|277403|MS* 4-3434|||FAX|212-854-3434
277406|FAX|277405|MS* 4-0042|||FAX|212-854-0042
277414|Fax|277413|MS* 4-9973|||FAX|212-854-9973
277418|Manager|277417|MS* 4-5701|||OFFICE|212-854-5701
277421|FAX|277420||||FAX|212-459-3678
277424|FAX|277423||||FAX|212-222-0193
277425|E-MAIL: PRINTING@COLUMBIA.EDU|277423|||||
277427|BILLING INQUIRIES|277423|MS* 4-6543|||OFFICE|212-854-6543
277430|PRINT SERVICES LOCATIONS|277423|MS* 4-3233||3841|OFFICE|212-854-3233
277439|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277438|||||
277441|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277440|||||
277444|FAX|277443||||FAX|212-854-7856
277446|FAX|277445|MS* 4-4548|||FAX|212-854-4548
277447|FAX|277445|MS* 4-6309|||FAX|212-854-6309
277450|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277449|||||
277452|spare|276877|||||
277456|FAX|277455|MS* 4-2738|||FAX|212-854-2738
277458|FAX|277457|MS* 4-6007|||FAX|212-854-6007
277460|FAX|277459||||FAX|212-932-0418
277463|VICE PROVOST-, ACADEMIC ADMINISTRATION|277459|MS* 4-2254||4326|OFFICE|212-854-2254
277465|PLANNING AND INSTITUTIONAL RESEARCH|277459|MS* 4-3036||4317|OFFICE|212-854-3036
277466|ASSOCIATE PROVOST-, EQUAL OPPORTUNITY AND AFFIRMATIVE ACTION|277459|MS* 4-5511||4333|OFFICE|212-854-5511
277468|ASSISTANT PROVOST-, ACADEMIC APPOINTMENTS|277459|MS* 4-3813||4336|OFFICE|212-854-3813
277470|COORDINATOR OF TENURE REVIEWS|277459|MS* 4-1328||4326|OFFICE|212-854-1328
277472|PROJECTS AND GRANTS, OFFICE OF|277459|MS* 4-3023||2205|OFFICE|212-854-3023
277484|FAX|277483||||FAX|212-543-6710
277486|FAX|277485||||FAX|212-543-5677
277488|FAX|277487||||FAX|212-854-3609
277489|CHAIRMAN|277487|MS* 4- 8718|||OFFICE|212-854-8718
277490|LIBRARY|277487|MS* 4-4714||5503|OFFICE|212-854-4714
277494|FAX  PUBLIC AFFAIRS, VICE PRESIDENT FOR|277493||||FAX|212-666-1952
277495|FAX  COMMUNITY AFFAIRS/GOVERNMENT RELATIONS|277493||||FAX|212-666-1952
277499|Alumni Affairs|277497|MC* 5-4797|||OFFICE|212-305-4797
277500|Career Services|277497|MC* 5-1548|||OFFICE|212-305-1548
277503|Community and Minority Affairs|277497||||OFFICE|212-740-7292
277504|Office of the Dean|277497|MC* 5-3929|||OFFICE|212-305-3929
277507|Academic Affairs|277497||||OFFICE|212-342-0448
277511|Finance and Administration|277497|MC* 2-0557|||OFFICE|212-342-0557
277512|Development and External Affairs|277497|MC* 5-5635|||OFFICE|212-305-5635
277513|Select Departments|277497|||||
277521|INCHOIR|277497|MC* 5-9100|||OFFICE|212-305-9100
277526|National Center for Children in Poverty|277497||||OFFICE|646-284-9600
277528|FAX|277527||||FAX|212-678-4817
277529|PUBLIC AFFAIRS OFFICER|277527|MS* 4-5573|||OFFICE|212-854-5573
277530|INFORMATION FOR THE PRESS|277527|MS* 4-5573|||OFFICE|212-854-5573
277531|PHOTOGRAPHIC SERVICES|277527|MS* 4-6527||4321|OFFICE|212-854-6527
277533|COLUMBIA UNIVERSITY RECORD|277527|MS* 4-3283||4321|OFFICE|212-854-3283
277535|VISITOR SERVICES|277527|MS* 4-4902||4318|OFFICE|212-854-4902
277537|FAX|277536|MS* 4-3515|||FAX|212-854-3515
277538|PUBLIC@LAW.COLUMBIA.EDU|277536|||||
277540|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277539|||||
277542|FAX|277541||||FAX|212-851-1064
277543|WWW.PILI.ORG|277541|||||
277545|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277544|||||
277553|FAX|277552|MS* 4-9509|||FAX|212-854-9509
277554|UNIVERSITY PUBLICATIONS, DESIGNS, MARKETING , AND PRINTING|277552|MS* 4-2793||6601|OFFICE|212-854-2793
277555|BILLING INQUIRIES|277552|MS* 4-2793||6601|OFFICE|212-854-2793
277557|COLUMBIA UNIVERSITY BULLETINS|277552|MS* 4-2793||6601|OFFICE|212-854-2793
277561|COLUMBIA UNIVERSITY DIRECTORY|277552|MS* 4-9531||6601|OFFICE|212-854-9531
277573|www.law.columbia.edu/studentservices|277572|||||
277575|FAX|277574|MS* 4-0012|||FAX|212-854-0012
277580|FAX|277579|MC* 5-5935|||FAX|212-305-5935
277581|CHAIR|277579|MC* 5-8096|||OFFICE|212-305-8096
277583|MORNINGSIDE CAMPUS|277582|MS* 4-6532||2215|OFFICE|212-854-6532
277586|MEDICAL CENTER|277582|MC* 5-0303|||OFFICE|212-305-0303
277591|FAX|277588|MS* 4-3434|||FAX|212-854-3434
277597|PEER ADVOCATE LINE (24 HOURS)  854-WALK|277596|MS* 4-9255|||OFFICE|212-854-9255
277601|CALENDAR|277600|MS* 4-3282||4321|OFFICE|212-854-3282
277605|FAX|277604|MS* 4-5640|||FAX|212-854-5640
277611|FAX|277610|MC* 5-3916|||FAX|212-305-3916
277614|FAX|277613|MS* 4- 7400|||FAX|212-854-7400
277615|TIE LINE TO PARIS OFFICE   53-2483|277613|53-2483||||
277619|CENTER FOR BUDDHIST-STUDIES|277617|MS* 1-4149||9610|OFFICE|212-851-4149
277624|FAX|277623|MC* 6-3869|||FAX|212-305-3869
277626|INFORMATION|277625|MS* 4-2600|||OFFICE|
277634|FAX|277633|MS* 4-3434|||FAX|212-854-3434
277636|(HISPANIC INSTITUTE OF COLUMBIA UNIVERSITY)|277635|||||
277637|MANAGING EDITOR|277635|MS* 4- 8661||1301|OFFICE|212-854-8661
277638|ASSISTANT TO MANAGING EDITOR/SUBSCRIPTIONS|277635|MS* 4-1303||1301|OFFICE|212-854-1303
277640|FAX|277639||||FAX|212-663-7537
277641|REVSON@COLUMBIA.EDU|277639|||||
277642|WWW.COLUMBIA.EDU/CU/REVSON|277639|||||
277644|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277643|||||
277653|FAX|277652|MS* 4-5009|||FAX|212-854-5009
277656|HEALTH SCIENCES CAMPUS|277655|MC* 5-6780|||OFFICE|212-305-6780
277657|MORNINGSIDE CAMPUS|277655|MS* 4-8749|||OFFICE|212-854-8749
277664|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277663|||||
277667|CENTRAL OFFICE|277666|MS* 4-6960|||OFFICE|212-854-6960
277668|EVENT AND TICKET INFORMATION|277666|MS* 4-6920|||OFFICE|212-854-6920
277674|INFORMATION|277673|MS* 4-9400|||OFFICE|212-854-9400
277675|FAX|277673|MS* 4-9401|||FAX|212-854-9401
277676|STUDENT PRESS REVIEW, THE|277673|MS* 4-9400||5711|OFFICE|212-854-9400
277678|FAX|277677|MS* 1-1829|||FAX|212-851-1829
277685|FAX|277684|MS* 4-8925|||FAX|212-854-8925
277687|FAX|277686||||FAX|212-222-1017
277688|COLUMBIA UNIVERSITY ARCHIVES|277686|MS* 4-3786||4316|OFFICE|212-854-3786
277690|MORNINGSIDE CAMPUS|277689|MS* 4-2796||4301|OFFICE|212-854-2796
277693|HEALTH SCIENCES CAMPUS|277689|HS* 7-8100|||OFFICE|212-305-8100
277699|FAX|277698|MS* 4-8248|||FAX|212-854-8248
277703|FAX|277700|MS* 4-9123|||FAX|212-854-9123
277704|www.columbia.edu/cu/senate|277700|||||
277706|PHONE|277705|MS* 4-3611|||OFFICE|212-854-3611
277708|FAX|277705|MS* 4-3434|||FAX|212-854-3434
277710|FAX|277709|MS* 4-8723|||FAX|212-854-8723
277712|FAX|277711|MS* 4-5009|||FAX|212-854-5009
277714|FAX|277713|MC* 5-2518|||FAX|212-305-2518
277716|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277715|||||
277723|FAX|277722|MS* 4-5009|||FAX|212-854-5009
277731|FAX|277730|MS* 1- 2377|||FAX|212-851-2377
277732|ARA2108@COLUMBIA.EDU|277730|||||
277737|Information|277736|MS* 1-2300||4600|OFFICE|212-851-2300
277741|ALUMNI OFFICE|277736|MS* 1-2375||4600|OFFICE|212-851-2375
